426.182119006	C1	320.160531777	59.1938475512
380.735574809	C1	274.71398758	13.7473033542
377.091265478	C1	271.069678249	10.1029940232
370.052309819	C1	264.03072259	3.06403836424
354.390323619	C1	248.36873639	12.5979478358
285.083377547	C1	179.061790318	81.9048939078
453.511374614	C1	347.489787385	86.5231031592
378.800400985	C1	272.778813756	11.8121295302
301.343309178	C1	195.321721949	65.6449622768
369.353468503	C1	263.331881274	2.36519704824
330.288977625	C1	224.267390396	36.6992938298
210.721834002	C0	104.700246773	156.266437453
321.884926099	C1	215.86333887	45.1033453558
303.386601939	C1	197.36501471	63.6016695158
277.783067004	C1	171.761479775	89.2052044508
400.489658672	C1	294.468071443	33.5013872172
261.916553662	C1	155.894966433	105.071717793
327.49426715	C1	221.472679921	39.4940043048
152.724696717	C0	46.7031094884	214.263574738
546.546939736	C1	440.525352507	179.558668281
323.536175501	C1	217.514588272	43.4520959538
325.247638963	C1	219.226051734	41.7406324918
433.999697242	C1	327.978110013	67.0114257872
356.233109077	C1	250.211521848	10.7551623778
398.64165037	C1	292.620063141	31.6533789152
282.804438432	C1	176.782851203	84.1838330228
441.566138215	C1	335.544550986	74.5778667602
417.342076911	C1	311.320489682	50.3538054562
351.445970664	C1	245.424383435	15.5423007908
347.471878569	C1	241.45029134	19.5163928858
318.154005404	C1	212.132418175	48.8342660508
350.154137237	C1	244.132550008	16.8341342178
479.302268021	C1	373.280680792	112.313996566
228.156179122	C0	122.134591893	138.832092333
263.736760182	C1	157.715172953	103.251511273
429.848640217	C1	323.827052988	62.8603687622
402.511153513	C1	296.489566284	35.5228820582
422.648366677	C1	316.626779448	55.6600952222
436.579834331	C1	330.558247102	69.5915628762
389.261996527	C1	283.240409298	22.2737250722
337.876084507	C1	231.854497278	29.1121869478
218.313450734	C0	112.291863505	148.674820721
290.567268023	C1	184.545680794	76.4210034318
397.117712243	C1	291.096125014	30.1294407882
284.209714855	C1	178.188127626	82.7785565998
363.319147001	C1	257.297559772	3.66912445376
449.089257927	C1	343.067670698	82.1009864722
330.467826603	C1	224.446239374	36.5204448518
444.896000294	C1	338.874413065	77.9077288392
481.343933067	C1	375.322345838	114.355661612
306.603832084	C1	200.582244855	60.3844393708
302.778151086	C1	196.756563857	64.2101203688
611.517254515	C1	505.495667286	244.52898306
397.639411454	C1	291.617824225	30.6511399992
374.498599386	C1	268.477012157	7.51032793124
424.695365513	C1	318.673778284	57.7070940582
231.498214838	C0	125.476627609	135.490056617
370.712963337	C1	264.691376108	3.72469188224
530.765471132	C1	424.743883903	163.777199677
261.074423577	C1	155.052836348	105.913847878
423.173266773	C1	317.151679544	56.1849953182
534.737846942	C1	428.716259713	167.749575487
177.321696116	C0	71.3001088874	189.666575339
410.850848274	C1	304.829261045	43.8625768192
346.090898357	C1	240.069311128	20.8973730978
401.985270227	C1	295.963682998	34.9969987722
394.96178478	C1	288.940197551	27.9735133252
434.334756373	C1	328.313169144	67.3464849182
353.177468347	C1	247.155881118	13.8108031078
448.228960538	C1	342.207373309	81.2406890832
329.208349962	C1	223.186762733	37.7799214928
234.280975276	C0	128.259388047	132.707296179
378.235232151	C1	272.213644922	11.2469606962
378.957950951	C1	272.936363722	11.9696794962
241.980421862	C1	135.958834633	125.007849593
410.403180086	C1	304.381592857	43.4149086312
130.764017365	C0	24.7424301364	236.22425409
206.537277584	C0	100.515690355	160.450993871
289.038288775	C1	183.016701546	77.9499826798
534.416943262	C1	428.395356033	167.428671807
284.152695017	C1	178.131107788	82.8355764378
242.713532595	C1	136.691945366	124.27473886
414.233747356	C1	308.212160127	47.2454759012
126.920623111	C0	20.8990358824	240.067648344
425.340544689	C1	319.31895746	58.3522732342
475.714556047	C1	369.692968818	108.726284592
333.7576091	C1	227.736021871	33.2306623548
230.13236753	C0	124.110780301	136.855903925
387.390341052	C1	281.368753823	20.4020695972
267.494126397	C1	161.472539168	99.4941450578
339.811448485	C1	233.789861256	27.1768229698
454.830952841	C1	348.809365612	87.8426813862
263.162289735	C1	157.140702506	103.82598172
429.351355725	C1	323.329768496	62.3630842702
375.00994789	C1	268.988360661	8.02167643524
274.977833178	C1	168.956245949	92.0104382768
538.695065364	C1	432.673478135	171.706793909
301.805638221	C1	195.784050992	65.1826332338
560.652506956	C1	454.630919727	193.664235501
250.026160461	C1	144.004573232	116.962110994
374.463197275	C1	268.441610046	7.47492582024
319.904869255	C1	213.883282026	47.0834021998
416.556131595	C1	310.534544366	49.5678601402
250.806303681	C1	144.784716452	116.181967774
172.590511551	C0	66.5689243224	194.397759904
321.602557924	C1	215.580970695	45.3857135308
300.115524253	C1	194.093937024	66.8727472018
468.414408197	C1	362.392820968	101.426136742
419.645392841	C1	313.623805612	52.6571213862
411.211580474	C1	305.189993245	44.2233090192
308.720449904	C1	202.698862675	58.2678215508
319.28201758	C1	213.260430351	47.7062538748
427.641192466	C1	321.619605237	60.6529210112
160.977032811	C0	54.9554455824	206.011238644
358.436726251	C1	252.415139022	8.55154520376
345.964044994	C1	239.942457765	21.0242264608
536.845930133	C1	430.824342904	169.857658678
472.075960791	C1	366.054373562	105.087689336
286.897869002	C1	180.876281773	80.0904024528
339.446281492	C1	233.424694263	27.5419899628
296.388837765	C1	190.367250536	70.5994336898
369.764074612	C1	263.742487383	2.77580315724
259.208601849	C1	153.18701462	107.779669606
237.537664961	C1	131.516077732	129.450606494
467.305378843	C1	361.283791614	100.317107388
342.091562886	C1	236.069975657	24.8967085688
331.442995032	C1	225.421407803	35.5452764228
314.664985609	C1	208.64339838	52.3232858458
468.619779106	C1	362.598191877	101.631507651
301.561945684	C1	195.540358455	65.4263257708
344.549859473	C1	238.528272244	22.4384119818
220.221087471	C0	114.199500242	146.767183984
479.734114171	C1	373.712526942	112.745842716
129.551833945	C0	23.5302467164	237.43643751
354.377008781	C1	248.355421552	12.6112626738
440.120436511	C1	334.098849282	73.1321650562
241.107823995	C1	135.086236766	125.88044746
440.859114367	C1	334.837527138	73.8708429122
408.087227131	C1	302.065639902	41.0989556762
440.959960983	C1	334.938373754	73.9716895282
337.741691437	C1	231.720104208	29.2465800178
321.987554915	C1	215.965967686	45.0007165398
462.828945878	C1	356.807358649	95.8406744232
412.307814991	C1	306.286227762	45.3195435362
258.910133745	C1	152.888546516	108.07813771
373.293415678	C1	267.271828449	6.30514422324
387.841711848	C1	281.820124619	20.8534403932
314.549195947	C1	208.527608718	52.4390755078
332.046011233	C1	226.024424004	34.9422602218
377.190164135	C1	271.168576906	10.2018926802
285.093854977	C1	179.072267748	81.8944164778
530.410100302	C1	424.388513073	163.421828847
310.312793372	C1	204.291206143	56.6754780828
330.342196675	C1	224.320609446	36.6460747798
434.812196247	C1	328.790609018	67.8239247922
432.903647962	C1	326.882060733	65.9153765072
255.646962799	C1	149.62537557	111.341308656
343.225781801	C1	237.204194572	23.7624896538
435.476040586	C1	329.454453357	68.4877691312
261.030584804	C1	155.008997575	105.957686651
391.463160614	C1	285.441573385	24.4748891592
448.746814123	C1	342.725226894	81.7585426682
285.006969728	C1	178.985382499	81.9813017268
389.580869801	C1	283.559282572	22.5925983462
352.672829237	C1	246.651242008	14.3154422178
271.722480124	C1	165.700892895	95.2657913308
321.701436806	C1	215.679849577	45.2868346488
241.865368718	C1	135.843781489	125.122902737
161.86034639	C0	55.8387591614	205.127925065
374.81262014	C1	268.791032911	7.82434868524
393.870475068	C1	287.848887839	26.8822036132
523.038060891	C1	417.016473662	156.049789436
270.714655379	C1	164.69306815	96.2736160758
358.215056351	C1	252.193469122	8.77321510376
360.525869893	C1	254.504282664	6.46240156176
434.663886254	C1	328.642299025	67.6756147992
277.59988183	C1	171.578294601	89.3883896248
358.033333332	C1	252.011746103	8.95493812276
226.090083083	C0	120.068495854	140.898188372
208.795132128	C0	102.773544899	158.193139327
354.841749284	C1	248.820162055	12.1465221708
193.633093082	C0	87.6115058534	173.355178373
341.01451066	C1	234.992923431	25.9737607948
345.203913383	C1	239.182326154	21.7843580718
459.004949822	C1	352.983362593	92.0166783672
479.900616929	C1	373.8790297	112.912345474
287.570453181	C1	181.548865952	79.4178182738
453.594251227	C1	347.572663998	86.6059797722
320.47470139	C1	214.453114161	46.5135700648
323.639480321	C1	217.617893092	43.3487911338
359.253358555	C1	253.231771326	7.73491289976
433.137316378	C1	327.115729149	66.1490449232
362.399994218	C1	256.378406989	4.58827723676
250.325883443	C1	144.304296214	116.662388012
364.846557236	C1	258.824970007	2.14171421876
284.198306608	C1	178.176719379	82.7899648468
256.429049981	C1	150.407462752	110.559221474
388.029940688	C1	282.008353459	21.0416692332
294.365893284	C1	188.344306055	72.6223781708
356.84884031	C1	250.827253081	10.1394311448
487.148207324	C1	381.126620095	120.159935869
280.515044272	C1	174.493457043	86.4732271828
249.547547501	C1	143.525960272	117.440723954
165.886265875	C0	59.8646786464	201.10200558
267.37790779	C1	161.356320561	99.6103636648
425.411381019	C1	319.38979379	58.4231095642
286.743434449	C1	180.72184722	80.2448370058
567.133859495	C1	461.112272266	200.14558804
300.148972267	C1	194.127385038	66.8392991878
537.907800221	C1	431.886212992	170.919528766
447.3327367	C1	341.311149471	80.3444652452
