543.700312318	112.718283372	C0	283.676086586	946.396084816
260.538126368	15.4670794951	C0	142.883942815	954.385874435
509.227542215	325.427608868	C0	449.551195561	743.424536001
414.829072884	340.775181341	C0	440.736211311	684.931204784
351.419090357	-19.3840148801	C0	75.9053980706	1005.70144554
262.519119505	194.743450721	C0	303.172018142	777.822822062
328.701219741	-77.5459794357	C0	28.3483063729	1057.71757605
408.335996612	701.921286247	C1	799.280955631	385.719882093
379.48776825	-655.079324007	C0	560.526330693	1635.23134484
449.97204183	49.5673804597	C0	175.543487971	967.593403873
300.324621738	373.100363189	C0	471.100493673	613.244846877
427.195880003	-510.273062546	C0	421.95728904	1501.4027606
248.873404922	244.053231915	C0	354.32082078	726.869166594
381.651782186	-264.653624858	C0	172.151548776	1251.66764675
426.177000377	-81.436019287	C0	76.6273063711	1084.79225952
504.823899194	-248.414938176	C0	217.181626528	1267.46454215
438.094780876	538.896675135	C1	640.161863466	526.644932521
388.807902474	59.4918530928	C0	159.374348673	939.049369592
331.593412733	83.1029786137	C0	179.42221185	901.406302129
336.184307597	8.52421552527	C0	104.836693966	975.084775934
470.07765166	159.830611963	C0	281.619072527	872.534127775
268.056450745	264.628206781	C0	369.306665506	710.334814637
517.184803133	529.979075948	C1	647.022087376	584.204678974
404.776645696	193.99690486	C0	294.274293703	816.425315822
427.673884554	-546.209031054	C0	457.425899041	1536.69791483
313.989282727	824.858188204	C1	920.881667641	235.106803304
286.145756778	-691.35985566	C0	599.570330127	1659.21323793
468.592124352	-459.511526433	C0	382.794582866	1461.02378226
461.68509249	229.9905177	C0	343.654351224	805.124119436
327.32938277	446.078587376	C0	541.874627727	553.334831772
329.220086673	142.503101446	C0	238.768365589	843.169854502
396.016840598	-531.906249654	C0	438.953149219	1516.63352097
263.829908755	-367.907740375	C0	286.160701987	1335.18080841
414.899744409	-807.103012249	C0	714.695254012	1790.97255666
322.658942007	-145.018353585	C0	57.14717335	1122.8597565
267.649475282	348.977544501	C0	451.981155062	627.950510362
272.767415871	509.107123066	C1	609.412161397	475.303525761
236.689754211	-470.629034365	C0	392.307945163	1434.92146627
266.631788991	329.40020626	C0	432.94977197	646.7759145
473.305803728	-399.925507106	C0	328.343387582	1404.39036826
298.790235125	167.461650773	C0	267.849027259	811.815464922
394.138257679	-103.203526681	C0	44.0436475576	1097.29954685
388.299423655	-335.060485294	C0	242.68630852	1321.94275414
349.413014818	378.280827185	C0	473.5698779	624.498837548
382.544000754	88.4228269553	C0	186.430200296	909.535321279
455.674892719	85.1889614115	C0	208.7290335	936.188710739
336.876046114	-521.241409346	C0	426.182332667	1496.49164652
145.187838747	-430.7474505	C0	393.465358532	1390.60175064
303.169514802	111.161476366	C0	211.874411152	867.748797609
291.391568038	-90.8343758065	C0	59.5869477647	1064.15632897
413.809456848	274.86517474	C0	375.474779791	744.619080029
444.550073191	-644.551729186	C0	557.206066413	1636.43390549
465.991326381	-106.539473184	C0	115.727755508	1120.50504488
241.692096263	-865.249644894	C0	777.656501921	1828.86281115
416.191817757	442.326305332	C0	541.574168563	595.441180456
330.267410945	-394.13072673	C0	299.549093187	1369.8048165
388.311676966	45.4602497695	C0	145.657184832	952.369019141
408.3652408	-61.0583665373	C0	66.9625465939	1060.29160504
308.316655467	105.932545342	C0	205.65783962	873.94896541
422.531642161	-386.345231573	C0	299.764276115	1379.2781941
368.664217991	-340.776241612	C0	246.137522047	1323.73279231
190.999470472	-170.238762018	C0	176.51569059	1132.03298014
547.93402042	387.543241425	C0	521.519077587	713.63320537
478.217646818	-158.975625214	C0	142.437569957	1174.16843501
231.322935578	173.535219212	C0	294.181908725	793.768649388
258.467446193	549.340604445	C1	651.208285376	432.611339758
361.964501609	-102.998013199	C0	13.5587597451	1089.5466829
494.06994901	-52.012805438	C0	149.651316427	1078.13504709
585.110219404	190.855587563	C0	369.828694306	897.836308429
284.749266088	689.339785505	C1	787.402973681	315.854379553
354.475546015	42.0034921795	C0	137.339350266	946.79383733
332.555705725	-471.358723666	C0	376.514597915	1446.50969216
531.291327792	-627.204016622	C0	561.701472721	1638.94795847
220.582799538	-332.266571674	C0	270.405157846	1295.7214506
349.318780166	229.48028166	C0	324.770698612	764.927164081
323.422814102	-126.152129701	C0	41.2652455209	1104.44385977
294.689760911	1129.59244425	C1	1226.16447192	242.742390535
273.572525191	333.364620447	C0	435.55495989	644.517205128
412.538255137	-132.443244277	C0	72.0467048467	1130.24473686
218.232695355	167.982869038	C0	294.76815888	797.572265856
520.099690506	-724.655005223	C0	651.738025263	1730.86040621
225.800011061	-243.467781845	C0	193.869871019	1207.64257287
327.599130225	107.219032212	C0	203.832089197	877.025469558
193.280407582	41.3305967566	C0	208.519883861	921.131596807
180.919913167	244.250896484	C0	379.669945824	717.874318111
344.158778324	-9.40853995041	C0	86.1357741276	994.341161658
398.032409838	-626.917685214	C0	533.723689037	1610.51093773
164.739491722	314.926971191	C0	450.442492751	646.180931963
261.733392535	-333.558615942	C0	254.378369698	1300.80504452
285.655895663	-486.382602153	C0	396.48592667	1455.33640595
502.349214401	-703.348034765	C0	626.659230671	1706.08213938
446.442517913	-114.863951207	C0	97.6138732448	1122.61287098
207.289494972	75.7505655127	C0	223.276803461	888.066691614
316.343721027	73.5810027693	C0	172.349801591	907.26922734
400.1243076	-125.030705223	C0	57.5881946676	1119.92967855
305.962423249	-440.605209974	C0	348.218544116	1412.37153556
288.498753744	-54.4478724329	C0	74.5034507812	1027.77934333
354.01546358	-442.894964087	C0	347.622741071	1421.71082275
317.799023988	267.560864688	C0	364.346556476	719.427651416
483.945632294	231.930939364	C0	353.264991473	813.046201212
326.441133242	-170.368065759	C0	78.937343278	1148.4771264
332.395585956	165.741267113	C0	261.677109519	821.47892719
299.545022922	-186.108479106	C0	104.292084781	1159.5313564
413.499445864	-576.476343666	C0	485.255525279	1563.65931368
169.85578986	58.6306151463	C0	237.562096566	902.323711136
587.960592224	-327.280055782	C0	331.753336492	1368.90691435
