543.700312318	112.718283372
260.538126368	15.4670794951
509.227542215	325.427608868
414.829072884	340.775181341
351.419090357	-19.3840148801
262.519119505	194.743450721
328.701219741	-77.5459794357
408.335996612	701.921286247
379.48776825	-655.079324007
449.97204183	49.5673804597
300.324621738	373.100363189
427.195880003	-510.273062546
248.873404922	244.053231915
381.651782186	-264.653624858
426.177000377	-81.436019287
504.823899194	-248.414938176
438.094780876	538.896675135
388.807902474	59.4918530928
331.593412733	83.1029786137
336.184307597	8.52421552527
470.07765166	159.830611963
268.056450745	264.628206781
517.184803133	529.979075948
404.776645696	193.99690486
427.673884554	-546.209031054
313.989282727	824.858188204
286.145756778	-691.35985566
468.592124352	-459.511526433
461.68509249	229.9905177
327.32938277	446.078587376
329.220086673	142.503101446
396.016840598	-531.906249654
263.829908755	-367.907740375
414.899744409	-807.103012249
322.658942007	-145.018353585
267.649475282	348.977544501
272.767415871	509.107123066
236.689754211	-470.629034365
266.631788991	329.40020626
473.305803728	-399.925507106
298.790235125	167.461650773
394.138257679	-103.203526681
388.299423655	-335.060485294
349.413014818	378.280827185
382.544000754	88.4228269553
455.674892719	85.1889614115
336.876046114	-521.241409346
145.187838747	-430.7474505
303.169514802	111.161476366
291.391568038	-90.8343758065
413.809456848	274.86517474
444.550073191	-644.551729186
465.991326381	-106.539473184
241.692096263	-865.249644894
416.191817757	442.326305332
330.267410945	-394.13072673
388.311676966	45.4602497695
408.3652408	-61.0583665373
308.316655467	105.932545342
422.531642161	-386.345231573
368.664217991	-340.776241612
190.999470472	-170.238762018
547.93402042	387.543241425
478.217646818	-158.975625214
231.322935578	173.535219212
258.467446193	549.340604445
361.964501609	-102.998013199
494.06994901	-52.012805438
585.110219404	190.855587563
284.749266088	689.339785505
354.475546015	42.0034921795
332.555705725	-471.358723666
531.291327792	-627.204016622
220.582799538	-332.266571674
349.318780166	229.48028166
323.422814102	-126.152129701
294.689760911	1129.59244425
273.572525191	333.364620447
412.538255137	-132.443244277
218.232695355	167.982869038
520.099690506	-724.655005223
225.800011061	-243.467781845
327.599130225	107.219032212
193.280407582	41.3305967566
180.919913167	244.250896484
344.158778324	-9.40853995041
398.032409838	-626.917685214
164.739491722	314.926971191
261.733392535	-333.558615942
285.655895663	-486.382602153
502.349214401	-703.348034765
446.442517913	-114.863951207
207.289494972	75.7505655127
316.343721027	73.5810027693
400.1243076	-125.030705223
305.962423249	-440.605209974
288.498753744	-54.4478724329
354.01546358	-442.894964087
317.799023988	267.560864688
483.945632294	231.930939364
326.441133242	-170.368065759
332.395585956	165.741267113
299.545022922	-186.108479106
413.499445864	-576.476343666
169.85578986	58.6306151463
587.960592224	-327.280055782
187.954395283	-420.26344079
412.93210202	-474.741269622
268.905412135	-248.4862755
437.939167233	-310.828835198
378.61779119	-381.950422638
436.037924257	537.83651254
178.920003488	256.360328303
308.131331678	148.007573621
321.4784343	577.106325019
388.90796496	45.7175039223
467.722387603	79.5292423655
358.232628937	677.013396529
519.711557176	-9.78189586585
230.030155999	-190.946127825
275.524895847	-253.057687264
312.954994552	425.668852446
404.589817035	-211.235877596
494.151737676	-456.160157755
214.292059096	-166.650289951
208.634891527	326.564504031
251.68212269	-392.392348037
365.689228643	403.358405619
498.466069167	-975.197727111
441.662888511	-326.354338807
182.008688434	-389.410543135
287.23110963	-152.519471438
351.489407436	-111.219517718
437.313016178	715.552078464
262.680430326	-503.858906978
317.748307926	-584.63812457
251.774791329	-251.666553693
345.440277944	-91.6141435629
467.546359718	306.908735797
474.169756879	-604.950122799
405.044422112	620.93901232
317.592949996	-54.6039726195
312.782192359	-586.012566187
258.589106422	292.477780021
494.231528163	-789.840070304
448.729649187	7.43247588273
379.754251646	352.228256705
345.158890823	255.939960492
355.853710129	418.059851312
415.47433247	466.616879926
371.924961556	-239.337326715
335.580232699	617.685029941
414.673560058	-14.9221572966
473.216275397	-196.496343492
343.936152744	-355.421619693
305.067421272	-267.975352148
340.241992673	43.8053812214
363.685153999	-645.098164058
382.05812763	20.8616653575
355.321348098	-697.066455033
258.594376907	190.812175685
238.715087131	370.350845527
418.327450294	215.252486155
261.712354098	183.715555202
476.593324568	403.785176846
404.474803084	187.996187301
57.2456126547	-326.526107181
169.563758005	77.3534145505
214.80268305	-201.050644856
347.302656012	126.97408874
225.321915487	-31.9490884216
211.665516968	-369.421801452
423.688373458	352.99250842
449.016186562	-95.2814660111
405.389495882	-87.0606993765
205.601418512	620.847914431
276.251278104	688.867963828
329.7413947	-97.0869793731
249.59554513	-2.37578368379
391.695623119	418.449499653
253.743527005	286.777590514
398.740723331	128.035438111
417.113132141	46.5526159452
418.255888246	56.4892404609
259.530695582	166.58198676
186.884241866	-430.213172757
313.726304382	300.803226703
283.429199816	-201.184739261
393.484215024	-95.6024710467
253.640092222	-377.396085046
335.391095443	-562.339584639
542.96750002	71.1310942309
316.285809963	-983.481297391
427.475889183	521.548653412
261.783274055	483.749635112
247.55909536	-504.061239507
429.728806564	503.05279876
421.48903367	-498.81214485
384.724665109	129.060735444
376.870758146	-181.853541629
333.924000394	116.254742409
437.153598253	251.91621076
208.928372422	-25.7317275492
342.482435397	-283.57202095
501.177387757	-324.043788857
516.208383131	33.658827125
530.006753616	-125.161156525
294.762153737	-322.858316071
339.708947657	-381.90762892
274.017528616	-286.752605868
240.177463691	170.071381823
260.952847328	380.656209296
400.936976209	-347.062212691
203.469667205	436.332050488
363.60239625	-472.313457916
276.823228413	-28.0091113389
282.79202156	783.691578103
325.000511799	-390.285293711
248.649932011	-23.8950170062
341.383049566	226.552062912
347.784472871	130.17130618
361.892785232	12.0762407144
496.027953958	-721.987870548
428.542124128	-246.716963055
150.950665554	73.1857530712
305.868485308	422.222906617
354.776380555	-289.249153024
209.318076967	-261.666981076
268.263771346	-860.880075983
405.631526337	-195.864064444
236.119191549	891.784561726
314.204446985	30.5317347723
231.005657289	-474.580015557
272.498820084	196.545125304
282.936499228	-210.434974274
505.441025441	-293.929565708
342.61751596	193.313122843
367.57960944	-1085.65680907
310.329720566	-928.033921294
235.579325613	159.726685272
529.545722512	-309.346701176
415.238741664	0.276160912399
319.955973214	1.78751564827
314.983695894	-1.27557193739
344.992096259	-446.739944256
358.738152164	-616.7292447
340.440803355	-555.406824694
320.716156053	-710.771852921
411.919416711	-25.2327048025
309.575016638	265.824711422
248.981530969	312.510561045
283.077860675	-873.398324844
518.793511863	551.490608592
316.449386049	-526.165158039
270.611263213	-608.29878789
500.178530579	519.579536431
358.852674203	-146.275874647
303.951105273	580.340292849
274.332651933	-192.121998156
264.553169212	306.845793985
515.887996655	-144.397368885
325.700395562	-221.23267635
553.31931775	489.790414821
325.671778167	-247.502502811
323.953377506	457.71917479
445.433238936	718.586413304
425.928249272	420.17608866
268.389064696	-67.8302637455
287.962303182	-41.4765432316
405.486544258	-679.876315614
377.752201371	213.074323902
302.672257098	72.5881378346
523.048098647	316.205307378
292.1940939	-71.8581194007
259.328953472	-106.041173627
512.223921886	13.1123436182
450.148659715	758.155364262
